id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Email_Interaction,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Day,day_sin,day_cos,time_sin,time_cos,campaign_effect,seasonality_score,Time_of_Day_afternoon,Time_of_Day_evening,Time_of_Day_morning,Device_Type_desktop,Device_Type_mobile,Device_Type_tablet,Payment_Method_bank,Payment_Method_cash,Payment_Method_credit,Payment_Method_paypal,Referral_Source_ads,Referral_Source_direct,Referral_Source_email,Referral_Source_search_engine,Referral_Source_social_media,PM_RS_Combo_bank:ads,PM_RS_Combo_bank:direct,PM_RS_Combo_bank:email,PM_RS_Combo_bank:search_engine,PM_RS_Combo_bank:social_media,PM_RS_Combo_cash:ads,PM_RS_Combo_cash:direct,PM_RS_Combo_cash:email,PM_RS_Combo_cash:search_engine,PM_RS_Combo_cash:social_media,PM_RS_Combo_credit:ads,PM_RS_Combo_credit:direct,PM_RS_Combo_credit:email,PM_RS_Combo_credit:search_engine,PM_RS_Combo_credit:social_media,PM_RS_Combo_paypal:ads,PM_RS_Combo_paypal:direct,PM_RS_Combo_paypal:email,PM_RS_Combo_paypal:search_engine,PM_RS_Combo_paypal:social_media,Campaign_Period_false,Campaign_Period_true,Session_ID,purchase_proba,price_after_discount,expected_revenue
6248,0.14893617021276595,1.0,0.08333333333333333,0.06389039697722333,0.5444444444444445,0.25,0.2272727272727273,1.0,0.002808988764044944,0.099551875092155,0.0,0.06012534525447705,0.44827586206896575,0.4999999999999981,1.0,0.5,1.0,1.0,0.5937759306849673,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,s0019915,0.8244829513694801,0.06354254926034733,0.06354254926034733
6247,0.06382978723404253,1.0,0.25,0.018807476444181383,0.5333333333333333,0.5,0.0,0.0,0.2877207062600321,0.06576267235438882,0.6666666666666666,0.13475578566519114,0.1724137931034484,0.0990311320975803,0.801937735804838,0.0,0.0,1.0,0.2358393211255507,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019912,0.8244829513694801,0.01870716990314575,0.01870716990314575
6246,0.08510638297872342,0.0,0.08333333333333333,0.04931112039097529,0.3,0.0,0.2272727272727273,0.0,0.19542536115569825,0.4224348432082509,0.0,0.05355080001225043,0.27586206896551735,0.9999999999999982,0.35689586789220973,0.0,0.0,1.0,0.6751506470531549,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019908,0.8244829513694801,0.04916318702980236,0.04916318702980236
6245,0.3191489361702128,0.0,0.25,0.007456842156825223,0.2111111111111111,1.0,0.045454545454545456,1.0,0.05537720706260032,0.03055136233522008,1.0,0.7121567165620714,0.41379310344827624,0.09903113209758246,0.8019377358048407,0.0,0.0,1.0,0.2358393211255518,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019900,0.8244829513694801,0.0074410999344941475,0.0074410999344941475
6244,0.14893617021276595,1.0,0.25,0.008544246053488162,0.4222222222222222,0.75,0.4090909090909091,0.0,0.1368378812199037,0.1922993682046008,0.3333333333333333,0.9906970592695336,0.24137931034482785,0.9009688679024173,0.8019377358048402,0.5,1.0,1.0,0.7892878637709622,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019896,0.8244829513694801,0.00850817034792899,0.00850817034792899
6243,0.20502539854836044,1.0,0.16666666666666666,0.046524989548286474,0.16666666666666669,0.25,0.045454545454545456,0.0,0.36998394863563405,0.2919135139053397,0.0,0.6803590852684271,0.6206896551724141,0.0,0.356895867892214,0.0,0.0,1.0,0.1875518613699361,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,s0019894,0.8244829513694801,0.04644744789903933,0.04644744789903933
6242,0.8723404255319148,1.0,0.08333333333333333,0.012928459978090397,0.011111111111111112,0.75,0.13636363636363635,1.0,0.43218298555377205,0.25079546899795546,1.0,0.05035385187324959,0.5862068965517242,0.27747906604369355,0.0,0.0,0.0,1.0,0.32285031702535494,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019893,0.8244829513694801,0.012927023482537277,0.012927023482537277
6241,0.24931154490946494,1.0,0.41666666666666663,0.03289922514938372,0.4777777777777778,0.25,0.09090909090909091,0.0,0.37600321027287315,0.48582407130792166,0.8333333333333333,0.29325793421532076,0.8620689655172415,8.326672684688674e-16,0.35689586789221023,0.5,1.0,0.0,0.16242467647342224,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0019892,0.8244829513694801,0.03274203996255889,0.03274203996255889
6240,0.021276595744680826,0.0,0.3333333333333333,0.04056378595226851,0.34444444444444444,1.0,0.18181818181818182,0.0,0.3519261637239165,0.6699999999999999,0.0,0.1539588645252009,0.44827586206896575,0.4999999999999981,1.0,0.5,1.0,1.0,0.5937759306849673,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019880,0.8244829513694801,0.04042406624509959,0.04042406624509959
6239,0.08510638297872342,0.0,0.3333333333333333,0.06279932745739464,0.5333333333333333,0.5,0.4545454545454546,0.0,0.07102728731942215,0.1646586047765894,0.8333333333333333,0.049146217446276674,0.5517241379310347,0.7225209339563183,6.217248937900877e-15,1.0,4.440892098500626e-16,1.0,0.8647015443445873,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019871,0.8244829513694801,0.0624643977109552,0.0624643977109552
6238,0.3459939849958029,1.0,0.25,0.04538047910125174,0.1,0.0,0.2272727272727273,0.0,0.17897271268057785,0.5331426158240207,0.5,0.3933255610200828,0.41379310344827624,0.09903113209758246,0.8019377358048407,0.5,1.0,1.0,0.39826399759897413,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019862,0.8244829513694801,0.04533509862215049,0.04533509862215049
6237,0.21276595744680848,1.0,0.3333333333333333,0.01688720437875141,0.12222222222222223,0.0,0.13636363636363635,1.0,0.18499197431781703,0.07744707023314183,0.3333333333333333,0.8722722087166952,0.7241379310344831,0.900968867902417,0.8019377358048403,1.0,4.440892098500626e-16,0.0,0.7641606788744479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,s0019861,0.8244829513694801,0.016866564462288493,0.016866564462288493
6236,0.06382978723404253,0.0,0.5833333333333333,0.02844697211409077,0.22222222222222224,0.75,0.2272727272727273,1.0,0.0,0.13491122770535535,0.0,0.362614072543065,0.6896551724137931,0.49999999999999434,1.0,0.5,1.0,0.0,0.4062240693150289,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.8244829513694801,0.0283837566205039,0.0283837566205039
6235,0.4893617021276595,0.0,0.3333333333333333,0.056458313854061554,0.34444444444444444,0.25,0.2272727272727273,1.0,0.08707865168539325,0.629757333157956,1.0,0.03173572721220236,0.7241379310344831,0.900968867902417,0.8019377358048403,0.5,1.0,0.0,0.6017360024010255,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0019858,0.8244829513694801,0.05626384632856423,0.05626384632856423
6234,0.08510638297872342,1.0,0.25,0.03059772827471501,0.41111111111111115,0.25,0.5454545454545454,0.0,0.15971107544141253,0.04299350897107804,0.8333333333333333,0.999980413694052,0.5172413793103452,0.9999999999999991,0.3568958678922135,1.0,4.440892098500626e-16,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019857,0.8244829513694801,0.03047193761403007,0.03047193761403007
41,0.5957446808510638,0.0,0.5,0.017584508799563775,0.32222222222222224,0.5,0.09090909090909091,0.0,0.6183788121990369,0.42460394265366913,1.0,0.6176188980268762,0.1379310344827589,1.5543122344752192e-15,0.35689586789220695,0.5,1.0,1.0,0.34997653784335914,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0000111,0.8244829513694801,0.017527847604542957,0.017527847604542957
40,0.5329438022214966,0.0,0.25,0.03920017413460686,0.17777777777777778,0.0,0.045454545454545456,1.0,0.12640449438202248,0.7719236921170776,0.8333333333333333,0.7009680419493496,0.034482758620689946,0.9999999999999991,0.3568958678922133,1.0,4.440892098500626e-16,0.0,0.8124481386300634,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0000110,0.8244829513694801,0.039130484936145335,0.039130484936145335
39,0.10638297872340424,0.0,0.5,0.039207441071760024,0.4,0.75,0.0,0.0,0.11115569823434993,0.04423058368969514,0.16666666666666666,0.698089921345775,0.827586206896552,0.27747906604368383,4.773959005888173e-15,0.0,0.0,0.0,0.1352984556554137,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,s0000106,0.8244829513694801,0.039050611307472984,0.039050611307472984
38,0.9999999999999999,0.0,0.25,0.03570336256200959,0.45555555555555555,0.0,0.045454545454545456,1.0,0.024478330658105937,0.2923076600282702,0.0,0.35564889174975073,0.48275862068965525,0.9009688679024194,0.8019377358048373,1.0,4.440892098500626e-16,1.0,0.9517125402443856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0000105,0.8244829513694801,0.03554071391033821,0.03554071391033821
37,0.10638297872340424,0.0,0.16666666666666666,0.06348724273816839,0.5222222222222223,1.0,0.5454545454545454,0.0,0.08747993579454254,0.06491438366787075,0.6666666666666666,0.005405963838225336,0.1724137931034484,0.0990311320975803,0.801937735804838,1.0,4.440892098500626e-16,1.0,0.5606886740723954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,s0000102,0.8244829513694801,0.0631556982483135,0.0631556982483135
36,0.17021276595744683,1.0,0.08333333333333333,0.001275765480040178,0.17777777777777778,0.25,0.09090909090909091,0.0,0.35834670947030495,0.36902224143827095,0.3333333333333333,0.9910841168739339,0.5290052547712603,0.6864118860914845,0.331851820775262,0.5,1.0,0.0,0.5141320702894367,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,s0000100,0.8244829513694801,0.0012734974525201066,0.0012734974525201066
35,0.4893617021276595,1.0,0.16666666666666666,0.01718990768122894,0.044444444444444446,0.75,0.13636363636363635,1.0,0.2893258426966292,0.14317865147613898,0.16666666666666666,0.7733224040406772,1.0,0.9999999999999991,0.3568958678922137,1.0,4.440892098500626e-16,0.0,0.8124481386300635,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0000092,0.8244829513694801,0.017182267722259503,0.017182267722259503
34,0.2834112407970859,1.0,0.16666666666666666,0.01771364162968378,0.45555555555555555,0.5,0.13636363636363635,0.0,0.1187800963081862,0.6610580958559964,1.0,0.5627876308218215,0.827586206896552,0.27747906604368383,4.773959005888173e-15,0.5,1.0,0.0,0.297723132128836,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0000090,0.8244829513694801,0.017632946151148556,0.017632946151148556
33,0.12765957446808507,0.0,0.0,0.0435481176826216,0.2111111111111111,0.75,0.045454545454545456,1.0,0.0991171749598716,0.03172917689031184,0.5,0.599769829570365,0.931034482758621,0.49999999999999784,1.0,0.5,1.0,0.0,0.40622406931503063,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.8244829513694801,0.04345618276751385,0.04345618276751385
32,0.4042553191489362,1.0,0.3333333333333333,0.01409862978728543,0.2,0.75,0.2272727272727273,0.0,0.0630016051364366,0.19213061011860497,0.16666666666666666,0.4464729888101929,0.5862068965517242,0.27747906604369355,0.0,0.0,0.0,1.0,0.32285031702535494,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0000085,0.8244829513694801,0.014070432527710858,0.014070432527710858
31,0.12765957446808507,1.0,0.3333333333333333,0.04552048018251233,0.12222222222222223,0.0,0.0,0.0,0.2764847512038523,0.10285135699125894,0.0,0.97237246206928,0.06896551724137945,0.7225209339563181,6.106226635438361e-15,0.0,0.0,0.0,0.352300330027806,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0000084,0.8244829513694801,0.04546484404006703,0.04546484404006703
30,0.7258384096947,0.0,0.16666666666666666,0.04070526614463107,0.07777777777777778,1.0,0.09090909090909091,0.0,0.08146067415730336,0.3121135354031998,1.0,0.11253887211722341,0.5485638206823915,0.24355863104785674,0.6421665088875455,0.5,1.0,0.0,0.3619222814063049,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,s0000083,0.8244829513694801,0.040673606493185244,0.040673606493185244
29,0.3191489361702128,0.0,0.16666666666666666,0.053774563223300556,0.33333333333333337,1.0,0.2272727272727273,1.0,0.01565008025682183,0.396802420662831,0.8333333333333333,0.6898376644377733,0.7241379310344831,0.900968867902417,0.8019377358048403,0.0,0.0,0.0,0.4393113259276032,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0000075,0.8244829513694801,0.05359531467922289,0.05359531467922289
28,0.06382978723404253,0.0,0.16666666666666666,0.021651099692312072,0.15555555555555556,0.25,0.2272727272727273,0.0,0.06741573033707865,0.8606182347338615,0.3333333333333333,0.5667994649664739,0.35246852310718424,0.49129141770008156,0.8417317515041051,0.0,0.0,1.0,0.5630287649644362,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0000072,0.8244829513694801,0.02161742020390181,0.02161742020390181
