id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Email_Interaction,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Day,day_sin,day_cos,time_sin,time_cos,campaign_effect,seasonality_score,Time_of_Day_afternoon,Time_of_Day_evening,Time_of_Day_morning,Device_Type_desktop,Device_Type_mobile,Device_Type_tablet,Payment_Method_bank,Payment_Method_cash,Payment_Method_credit,Payment_Method_paypal,Referral_Source_ads,Referral_Source_direct,Referral_Source_email,Referral_Source_search_engine,Referral_Source_social_media,PM_RS_Combo_bank:ads,PM_RS_Combo_bank:direct,PM_RS_Combo_bank:email,PM_RS_Combo_bank:search_engine,PM_RS_Combo_bank:social_media,PM_RS_Combo_cash:ads,PM_RS_Combo_cash:direct,PM_RS_Combo_cash:email,PM_RS_Combo_cash:search_engine,PM_RS_Combo_cash:social_media,PM_RS_Combo_credit:ads,PM_RS_Combo_credit:direct,PM_RS_Combo_credit:email,PM_RS_Combo_credit:search_engine,PM_RS_Combo_credit:social_media,PM_RS_Combo_paypal:ads,PM_RS_Combo_paypal:direct,PM_RS_Combo_paypal:email,PM_RS_Combo_paypal:search_engine,PM_RS_Combo_paypal:social_media,Campaign_Period_false,Campaign_Period_true,Session_ID,purchase_proba,price_after_discount,expected_value
2848,0.10638297872340424,0.0,0.6666666666666666,0.4375848394314648,0.4666666666666667,0.5,0.0,0.0,0.20746388443017655,0.202457867832998,0.5,0.11146384459876851,0.24137931034482785,0.9009688679024173,0.8019377358048402,0.0,0.0,1.0,0.6268631872975399,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0009131,0.8643569055529189,0.4355427768474513,0.3764644068317885
3711,0.0,1.0,0.5833333333333333,0.4134008746581464,0.2555555555555556,1.0,0.09090909090909091,1.0,0.4105136436597111,0.5715723760451952,0.0,0.4802091805823528,0.9655172413793105,0.9009688679024193,0.8019377358048376,0.5,1.0,0.0,0.6017360024010265,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0011795,0.8643569055529189,0.41234440575624226,0.3564127345815227
2472,0.3191489361702128,1.0,0.3333333333333333,0.4116379856084944,0.1,0.75,0.045454545454545456,1.0,0.14365971107544143,0.03999999999999994,0.8333333333333333,0.0738539999715026,0.896551724137931,0.0990311320975778,0.8019377358048347,1.0,4.440892098500626e-16,0.0,0.37313681270245763,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,s0007887,0.8643569055529189,0.4112263476228859,0.35544633331314657
6169,0.1462293489373122,0.0,0.16666666666666666,0.40220584083786937,0.28899480774792474,0.25,0.09966650996221496,0.0,0.12239165329052969,0.042322575953136515,0.16666666666666666,0.07833623476146934,0.24137931034482785,0.9009688679024173,0.8019377358048402,0.0,0.0,1.0,0.6268631872975399,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019671,0.8643569055529189,0.4010434868413891,0.3466447072783758
5296,0.8723404255319148,0.0,0.08333333333333333,0.40147771914612335,0.48888888888888893,0.75,0.045454545454545456,1.0,0.18860353130016053,0.4717995302606505,0.0,0.6540362184202084,0.1379310344827589,1.5543122344752192e-15,0.35689586789220695,1.0,4.440892098500626e-16,1.0,0.5124012143167815,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0016912,0.8643569055529189,0.3995149391858534,0.3453234965568468
4607,0.25696489631656816,1.0,0.3333333333333333,0.37691376796393966,0.044444444444444446,0.5,0.09090909090909091,1.0,0.4024879614767255,0.07869821616145735,0.16666666666666666,0.09678420503590002,0.9655172413793105,0.9009688679024193,0.8019377358048376,0.0,0.0,0.0,0.43931132592760425,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0014715,0.8643569055529189,0.37674625073373347,0.32564322346287394
2574,0.44680851063829785,0.3881296044274614,0.5833333333333333,0.3762980353430087,0.08888888888888889,0.0,0.045454545454545456,0.0,0.0,0.6101179327340756,0.0,0.8620926065320562,0.1724137931034484,0.0990311320975803,0.801937735804838,0.5,1.0,1.0,0.398263997598973,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0008232,0.8643569055529189,0.37596354820048156,0.32496668912326393
5467,0.23404255319148937,1.0,0.3333333333333333,0.35747184858351044,0.2111111111111111,0.5,0.09090909090909091,1.0,0.12158908507223114,0.44530711240183923,0.8333333333333333,0.9481988176483984,0.48275862068965525,0.9009688679024194,0.8019377358048373,0.0,0.0,1.0,0.6268631872975409,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.8643569055529189,0.35671718579205636,0.3083309628687675
1115,0.21276595744680848,0.0,0.3333333333333333,0.3566986284643875,0.15555555555555556,0.0,0.2727272727272727,1.0,0.0004012841091492777,0.11601851966781161,0.6666666666666666,0.20815735134582364,0.1724137931034484,0.0990311320975803,0.801937735804838,1.0,4.440892098500626e-16,1.0,0.5606886740723954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,s0003469,0.8643569055529189,0.35614376393122066,0.30783532172355915
4189,0.276595744680851,1.0,0.16666666666666666,0.3505193166148365,0.5333333333333333,0.25,0.0,1.0,0.06179775280898876,0.35857796089953353,0.0,0.14052275919547358,0.5172413793103452,0.9999999999999991,0.3568958678922135,0.5,1.0,1.0,0.8375753235265777,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0013447,0.8643569055529189,0.34864988025955734,0.3013579316225467
5075,0.0,1.0,0.25,0.3489228045083853,0.2555555555555556,0.75,0.13636363636363635,0.0,0.08146067415730336,0.47117726781688807,0.8333333333333333,0.8143319127362878,0.0,0.9009688679024173,0.8019377358048401,1.0,4.440892098500626e-16,0.0,0.7641606788744479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,s0016161,0.8643569055529189,0.3480311128968639,0.3008230957796718
760,0.12765957446808507,1.0,0.3333333333333333,0.33939332841480563,0.33333333333333337,0.25,0.36363636363636365,0.0,0.0738362760834671,0.785248951769471,0.3333333333333333,0.9244467905766454,0.10344827586206895,0.2774790660436868,3.3306690738754696e-15,1.0,4.440892098500626e-16,0.0,0.4601478086022598,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,s0002326,0.8643569055529189,0.33826201732008965,0.29237911055688054
2402,0.08510638297872342,1.0,0.08333333333333333,0.33614931657755653,0.07777777777777778,0.5,0.09090909090909091,1.0,0.10754414125200643,0.27127810623800136,0.3333333333333333,0.199607705160819,0.41379310344827624,0.09903113209758246,0.8019377358048407,0.0,0.0,1.0,0.2358393211255518,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,s0007709,0.8643569055529189,0.33588786710910734,0.2903269974271981
6061,0.06382978723404253,1.0,0.08333333333333333,0.32001018398193515,0.3666666666666667,0.5,0.18181818181818182,0.0,0.39365971107544145,0.053581886258513144,0.6666666666666666,0.9737276042977245,0.1724137931034484,0.0990311320975803,0.801937735804838,0.0,0.0,1.0,0.2358393211255507,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s0019275,0.8643569055529189,0.3188368133073347,0.27558880132668157
