,id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Email_Interaction,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Day,Purchase,Time_of_Day,Device_Type,Payment_Method,Referral_Source,PM_RS_Combo,Session_ID,Campaign_Period
42,43,24.0,0.0,4.0,903.956,40.0,0.0,2.4793256514453628,0.0,10.41,3.21656118883052,6.0,-0.0456887691014188,37.0,1.0,afternoon,desktop,credit,social_media,credit:social_media,s0000069,true
43,44,65.0,0.0,3.0,528.428,35.0,0.0,3.0,1.0,6.83,2.70461131316705,1.0,-0.883263390642867,58.0,0.0,evening,desktop,,search_engine,paypal:search_engine,s0000071,false
44,45,28.0,0.0,1.0,645.044,44.0,2.0,2.0,0.0,7.39,0.408492927337474,3.0,-0.957515118719859,17.0,0.0,evening,desktop,cash,email,cash:email,s0000073,false
45,46,25.0,0.0,5.0,975.82,26.0,0.0,1.0,1.0,5.31,2.48439049898574,4.0,-0.720932599621293,38.0,1.0,evening,mobile,bank,ads,bank:ads,s0000074,true
46,47,65.0,1.0,4.0,504.828,38.0,3.0,5.0,1.0,7.07,2.91962809958459,6.0,0.226354965052223,13.0,0.0,evening,desktop,paypal,search_engine,paypal:search_engine,s0000076,false
47,48,28.836093169013157,0.0,2.0,922.252,29.0,2.0,6.0,1.0,2.4,0.171213307942466,0.0,0.825303676276592,43.0,0.0,evening,desktop,bank,ads,bank:ads,s0000077,true
48,49,21.0,1.0,4.0,331.42,34.0,4.0,5.0,1.0,0.84,5.56419685705998,1.0,-0.42352561391141,54.0,0.0,evening,tablet,bank,search_engine,bank:search_engine,s0000078,false
49,50,27.0,0.0,4.0,150.595,15.0,1.0,1.0,0.0,4.45,2.15169691155655,2.0,0.871566812982106,14.0,1.0,afternoon,mobile,paypal,ads,paypal:ads,s0000079,false
50,51,30.743332659671523,0.0,4.0,637.106,10.0,0.0,0.0,0.0,6.93,5.16993904314979,3.0,-0.74281053373538,2.0,1.0,morning,desktop,,direct,credit:direct,s0000080,false
51,52,38.0,1.0,1.0,17.178,31.0,0.0,2.0,1.0,3.61,2.01714172501246,4.0,0.815928486565919,70.0,1.0,evening,mobile,paypal,search_engine,paypal:search_engine,s0000081,false
52,53,20.0,1.0,4.0,719.175,8.0,4.0,0.0,0.0,6.07,1.76748204139685,5.0,0.774887963216937,31.0,0.0,morning,tablet,bank,ads,bank:ads,s0000082,true
53,54,20.0,1.0,3.0,449.347,34.0,0.0,5.0,0.0,15.04,0.660150985265367,2.0,-0.168215415562053,44.0,0.0,morning,desktop,bank,search_engine,bank:search_engine,s0000086,true
54,55,24.0,0.39111948212159603,6.0,804.826,5.0,2.0,16.0,0.0,2.0,2.67166693464061,4.0,0.667062169750846,29.0,0.0,evening,tablet,paypal,,paypal:email,s0000088,true
55,56,21.582389732946815,0.0,4.0,477.479,47.0,4.0,3.0,0.0,10.79,2.70984070763552,5.0,0.984389302213253,28.0,0.0,morning,desktop,paypal,email,paypal:email,s0000089,true
56,57,55.0,0.0,0.0,648.552,47.0,1.0,3.0,0.0,8.6,4.56572465150158,0.0,-0.995236138293121,48.0,0.0,evening,mobile,paypal,search_engine,paypal:search_engine,s0000091,true
57,58,53.0,0.0,2.0,490.75062185931324,2.0,2.0,2.0,0.0,5.26,2.5442719186160994,2.0,0.999818815596771,68.0,0.0,morning,desktop,,,paypal:search_engine,s0000093,false
58,59,36.0,1.0,2.0,732.181,7.0,3.0,3.0,1.0,2.41,5.71680603008896,3.0,0.163248342932286,45.0,1.0,afternoon,tablet,cash,,cash:ads,s0000094,true
59,60,27.0,1.0,1.0,871.392,39.0,2.0,5.0,1.0,6.55,0.764816821239678,4.0,-0.959936876289141,64.0,0.0,afternoon,desktop,cash,social_media,cash:social_media,s0000095,false
60,61,44.0,1.0,6.0,630.612,10.0,0.0,0.0,1.0,7.92,3.66495332604827,5.0,-0.45865481928262,49.0,1.0,evening,mobile,credit,email,credit:email,s0000096,true
61,62,19.0,0.0,4.0,115.938,32.0,4.0,4.0,1.0,6.01,1.38411660469333,6.0,0.157160433043861,68.0,0.0,morning,desktop,bank,,bank:email,s0000097,false
62,63,24.0,0.0,4.0,637.688,23.0,0.0,9.0,0.0,1.83,0.323058436178888,0.0,-0.764065733621143,56.0,0.0,evening,tablet,,email,credit:email,s0000098,false
63,64,32.0,1.0,4.0,313.542,15.0,2.0,3.0,1.0,6.9,1.23044576330828,1.0,-0.990182420700131,57.0,1.0,evening,tablet,bank,social_media,bank:social_media,s0000099,false
64,65,37.0,0.0,5.0,532.751,47.0,3.0,1.0,0.0,4.1,0.524775308691223,3.0,-0.96944150395914,2.0,1.0,evening,desktop,paypal,email,credit:email,s0000101,false
65,66,26.0,1.0,2.0,263.15,3.0,2.0,2.0,0.0,1.41,1.87781861992694,5.0,0.885940919667007,63.0,1.0,afternoon,desktop,paypal,search_engine,paypal:search_engine,s0000103,false
66,67,46.0,1.0,7.0,983.3316239875015,21.0,2.0,2.0,1.0,19.41,3.36719505620184,6.0,0.943069113762477,51.0,1.0,morning,mobile,bank,ads,bank:ads,s0000104,false
67,68,47.0,1.0,4.0,393.874,39.0,2.0,0.0,0.0,7.72,4.84469175162048,2.0,0.109042431445108,51.0,1.0,morning,desktop,paypal,direct,paypal:direct,s0000107,false
68,69,19.0,1.0,1.0,616.37,41.0,1.0,7.0,1.0,9.45,5.08426522680226,3.0,0.309570596062146,12.0,0.0,evening,desktop,,email,paypal:email,s0000108,false
69,70,45.0,1.0,4.0,138.015,4.0,3.0,1.0,1.0,2.17,4.07524690565232,4.0,0.98266263040647,51.0,1.0,evening,mobile,credit,direct,credit:direct,s0000109,false
70,71,24.0,1.0,5.0,363.437,48.0,3.0,8.0,1.0,2.9,5.10400900823285,0.0,0.973801231669705,63.0,0.0,evening,mobile,cash,ads,cash:ads,s0000112,false
71,72,38.0,1.0,4.0,158.479,9.0,3.0,4.0,0.0,1.04,0.897732275111538,1.0,0.581351773773282,33.0,0.0,morning,mobile,,direct,cash:direct,s0000113,true
72,73,32.84771525113811,0.0,3.0,927.523,10.0,0.0,0.0,0.0,3.4,4.05898977642406,3.0,0.953176975408853,53.0,1.0,evening,desktop,bank,social_media,bank:social_media,s0000115,false
73,74,27.0,0.0,4.0,359.799,37.0,2.0,7.0,1.0,1.76,2.26050578592764,4.0,0.90833151006485,51.0,0.0,evening,mobile,bank,search_engine,bank:search_engine,s0000116,false
74,75,20.0,0.0,5.0,698.187,0.0,0.0,3.0,0.0,8.1,2.75188380343514,5.0,0.886189388217647,10.0,0.0,evening,mobile,bank,,bank:direct,s0000117,false
75,76,26.0,0.0,3.0,256.448,13.0,2.0,3.0,1.0,8.12,1.53896961447692,6.0,0.993962225334868,5.0,0.0,morning,desktop,credit,social_media,credit:social_media,s0000118,false
76,77,26.0,1.0,4.0,832.047,2.0,0.0,2.0,0.0,4.95,4.65191682922884,0.0,0.78274005370284,53.0,0.0,morning,mobile,credit,email,,s0000119,false
77,78,21.0,0.0,5.0,918.729,36.0,2.0,12.0,0.0,8.04,0.110666383623418,1.0,0.699728608015157,18.0,0.0,evening,tablet,credit,social_media,credit:social_media,s0000120,false
78,79,25.427596501700407,0.0,3.0,61.731,13.0,0.0,1.0,1.0,1.01,0.539977160439632,2.0,-0.2839463279618,12.0,1.0,afternoon,mobile,credit,email,credit:email,s0000121,false
79,80,25.0,0.0,3.0,564.513,19.0,1.0,2.0,1.0,3.85,2.3175905939051,3.0,-0.0540668262998217,14.0,0.0,evening,tablet,paypal,email,paypal:email,s0000122,false
80,81,19.0,0.0,4.0,722.881,25.0,3.0,3.0,1.0,5.036253752592443,4.480342080121,5.0,0.629297490487543,26.0,0.0,afternoon,mobile,,ads,credit:ads,s0000124,true
81,82,30.0,1.0,2.0,425.609,21.0,1.0,2.0,1.0,5.39,1.0485062957439,6.0,-0.996557514903085,4.0,0.0,,tablet,bank,,bank:direct,s0000125,false
82,83,47.0,1.0,2.0,261.243,26.0,1.0,5.0,0.0,6.03,0.864428381099565,0.0,0.930018532444757,36.0,0.0,morning,desktop,paypal,search_engine,paypal:search_engine,s0000126,true
83,84,39.0,1.0,1.0,290.695,27.0,1.0,2.0,0.0,3.12,3.03151333820043,2.0,-0.427530222138464,39.0,0.0,afternoon,desktop,cash,ads,cash:ads,s0000128,true
84,85,51.0,1.0,2.0,160.529,28.0,0.0,6.0,1.0,0.89,2.11047273549352,4.0,0.485119817276637,53.0,0.0,afternoon,desktop,paypal,email,paypal:email,s0000130,false
85,86,60.0,1.0,4.0,974.183,18.0,1.0,3.0,0.0,6.11,2.49322774276947,5.0,-0.655015147412642,36.0,0.0,evening,mobile,cash,,cash:social_media,s0000131,true
86,87,25.0,0.0,2.0,768.671,29.0,2.0,1.0,0.0,6.72,2.90473862937126,6.0,-0.957542256379428,29.0,1.0,morning,mobile,bank,,bank:social_media,s0000132,true
87,88,24.0,0.0,4.0,1998.7862001539277,29.0,4.0,5.0,1.0,5.96,1.26439798994606,0.0,-0.94741428301858,42.0,0.0,morning,desktop,bank,direct,bank:direct,s0000133,true
88,89,26.989979576805986,0.0,6.0,451.63,31.0,1.0,4.0,1.0,3.97,4.36682723752766,1.0,-0.0421731617873643,9.0,0.0,morning,mobile,cash,search_engine,cash:search_engine,s0000134,false
89,90,30.0,1.0,3.0,760.294,30.0,2.0,3.0,1.0,2.03,2.02144661114932,3.968747320419322,-0.98508220551167,34.0,0.0,evening,mobile,credit,search_engine,credit:search_engine,s0000135,true
90,91,38.955399650191204,0.0,3.0,854.526,12.0,2.0,1.0,0.0,3.03,3.18138583329932,3.0,-0.342688189942384,36.0,1.0,afternoon,mobile,cash,social_media,cash:social_media,s0000136,true
91,92,19.0,1.0,2.0,724.329,48.0,2.0,4.0,0.0,3.18,0.263768480007821,4.0,0.564811239970164,43.0,0.0,afternoon,desktop,,direct,cash:direct,s0000137,true
92,93,22.0,0.0,2.0,953.758,11.0,3.0,2.0,0.0,5.104088561107482,1.17459613227616,5.0,0.408234798357616,13.0,0.0,evening,mobile,bank,social_media,bank:social_media,s0000138,false
93,94,24.38240802250265,0.0,1.0,280.3,16.0,4.0,3.0,1.0,7.24,2.6805439215393,6.0,0.135324577182205,65.0,0.0,evening,mobile,paypal,search_engine,paypal:search_engine,s0000139,false
94,95,64.0,1.0,1.0,475.188,25.0,1.0,2.0,1.0,5.27,0.692917334445813,0.0,0.954085617173201,40.0,0.0,evening,mobile,cash,ads,cash:ads,s0000140,true
95,96,34.0,1.0,6.0,987.396,42.0,0.0,3.0,1.0,0.98,0.483628190695148,1.0,-0.992501596267308,19.0,0.0,morning,mobile,paypal,direct,paypal:direct,s0000141,false
96,97,19.0,1.0,4.0,795.789,9.0,3.0,4.0,1.0,0.23,2.80724608126778,2.0,0.226227331509986,61.0,0.0,afternoon,desktop,,search_engine,bank:search_engine,s0000142,false
97,98,19.0,0.0,1.0,936.511,17.0,0.0,0.0,0.0,8.33,3.0713255685769,3.0,0.981603537172566,53.0,1.0,morning,tablet,bank,direct,bank:direct,s0000143,false
98,99,19.0,1.0,4.0,957.252,41.0,0.0,7.0,1.0,9.08,2.29779711605423,4.0,0.22447908365017,17.0,0.0,evening,desktop,,email,credit:email,s0000144,false
99,100,21.0,0.0,6.0,206.051,12.0,4.0,1.0,1.0,3.67,2.29383166563675,5.0,-0.89970483668656,2.0,1.0,afternoon,desktop,cash,ads,cash:ads,s0000145,false
100,101,31.0,0.0,4.0,260.08,14.0,3.0,0.0,1.0,7.72,1.77444250187079,6.0,0.951806863233605,31.0,1.0,evening,desktop,paypal,email,paypal:email,s0000146,true
101,102,65.0,0.0,1.0,904.545,25.0,0.0,4.0,1.0,3.81,2.4788819876714,1.0,-0.0129820927534479,21.0,0.0,evening,mobile,cash,direct,cash:direct,s0000148,false
102,103,65.0,1.0,3.0,332.332,30.0,0.0,2.0,0.0,9.9,2.1769158642016,3.0,-0.377103617440127,32.0,1.0,morning,tablet,,email,cash:ads,s0000150,true
103,104,18.0,0.0,3.0,172.545,13.0,1.0,2.0,1.0,10.65,3.87786831165346,4.0,-0.160360010284898,68.0,1.0,morning,tablet,,ads,credit:ads,s0000151,false
104,105,50.0,0.0,2.0,277.55,10.0,3.0,2.0,0.0,6.15,4.86394655607647,6.0,0.284532583645543,14.0,0.0,afternoon,mobile,credit,ads,credit:ads,s0000153,false
105,106,19.0,0.0,5.0,874.441,28.0,2.0,5.0,0.0,10.53,2.95365539362327,0.0,-0.993437106812056,53.0,0.0,evening,desktop,credit,direct,credit:direct,s0000154,false
106,107,26.686451464347808,0.0,3.0,651.995,8.0,4.0,2.0,0.0,2.567639229571799,0.0578074351579233,1.0,-0.995620013026411,47.0,0.0,evening,mobile,credit,email,credit:email,s0000155,true
107,108,49.0,0.0,2.0,196.434,1.0,2.0,1.0,0.0,9.85,2.88032721622799,2.0,-0.99659268024802,53.0,1.0,afternoon,desktop,,email,paypal:email,s0000156,false
108,109,30.0,1.0,0.0,916.317,31.0,2.0,1.0,0.0,3.72,2.20409741142518,5.0,0.598011298629123,37.0,1.0,evening,desktop,paypal,,paypal:search_engine,s0000159,true
109,110,26.0,1.0,6.0,11.834,39.0,4.0,2.0,0.0,0.15,2.81417755307338,1.0,0.611095983044518,36.0,1.0,morning,mobile,bank,email,bank:email,s0000162,true
110,111,24.0,1.0,3.0,613.268687504701,38.0,1.3708003143023877,3.0,0.0,5.12,1.11987094658573,4.0,0.843436221580377,35.0,1.0,afternoon,desktop,cash,email,cash:email,s0000165,true
111,112,40.0,0.0,2.0,662.893,43.0,0.0,1.0,0.0,5.66024000555513,0.430022272614733,6.0,-0.765438808594198,63.0,1.0,evening,tablet,cash,social_media,cash:direct,s0000167,false
112,113,29.0,0.0,4.0,770.968,17.0,1.0,7.0,0.0,0.49,1.28816487762822,2.0,-0.913066621361515,41.0,0.0,afternoon,mobile,,direct,cash:direct,s0000170,true
113,114,33.0,1.0,1.0,280.427,13.0,4.0,3.0,1.0,4.68,2.75536546475486,3.0,0.12833061314016,44.0,0.0,afternoon,desktop,bank,search_engine,bank:search_engine,s0000171,true
114,115,37.34998207208434,0.0,4.0,956.937,16.0,0.0,3.0,1.0,2.39,2.77674521081359,4.0,0.241497221627882,23.0,0.0,afternoon,desktop,bank,search_engine,bank:search_engine,s0000172,false
115,116,37.0,0.0,2.0,444.455,22.0,1.0,5.0,0.0,3.54,0.380973914783821,5.0,-0.4266602216797,35.0,0.0,evening,desktop,cash,email,cash:email,s0000173,true
116,117,65.0,1.0,1.0,55.587,46.0,4.0,5.0,0.0,3.08,4.87123782974684,0.0,0.0534005745964942,50.0,0.0,evening,mobile,bank,search_engine,bank:search_engine,s0000175,true
117,118,19.0,0.0,2.0,226.463,15.0,1.0,3.0,0.0,2.03,1.07505568153683,2.0,0.014906611304349,51.0,0.0,evening,tablet,,email,credit:email,s0000177,false
118,119,33.0,0.0,3.0,750.892225934026,14.0,4.0,2.0,0.0,3.85,5.15380979967053,4.0,-0.0472409992359357,18.0,0.0,afternoon,desktop,credit,ads,credit:ads,s0000179,false
119,120,65.0,1.0,2.0,555.229,27.0,3.0,10.0,1.0,0.83,5.02013476381026,5.0,-0.539523422467323,4.0,0.0,afternoon,desktop,bank,direct,bank:direct,s0000180,false
120,121,32.0,0.6439689084485869,3.0,370.945,2.0,0.0,2.0,1.0,11.22,0.540654800836757,6.0,0.982435395660408,52.0,1.0,morning,tablet,cash,social_media,cash:social_media,s0000181,false
121,122,21.417671571163286,0.0,2.0,217.303,28.0,3.0,1.0,0.0,1.4,1.82240040732676,2.0,-0.474135355425523,47.0,0.0,evening,mobile,credit,ads,credit:ads,s0000184,true
122,123,29.28225970960473,1.0,2.8718911476947917,746.114,39.0,0.0,10.0,1.0,5.24,3.05437032261383,3.0,-0.572927523279185,51.0,0.0,evening,mobile,cash,,cash:email,s0000185,false
123,124,41.0,0.0,3.0,147.424,41.0,4.0,3.0,0.0,3.84,4.13639349601792,5.0,0.944001715817305,21.0,0.0,morning,desktop,cash,search_engine,cash:search_engine,s0000187,false
124,125,29.0,1.0,3.0,666.115,44.0,2.0,6.0,0.0,2.05,1.35491408147112,2.5081428536358055,-0.638634887399325,6.0,0.0,evening,mobile,paypal,email,paypal:email,s0000189,false
125,126,22.0,0.0,1.0,380.292,28.0,0.0,3.0,0.0,5.245348977829558,0.995997452610763,1.0,0.760326247955754,23.0,0.0,morning,tablet,paypal,direct,paypal:direct,s0000190,false
126,127,42.0,0.0,5.0,765.686,0.0,3.0,1.0,0.0,1.8,4.89176628585219,2.0,-0.991995618735741,27.0,1.0,afternoon,tablet,bank,social_media,bank:social_media,s0000191,true
127,128,32.0,0.0,2.0,20.265,0.0,2.0,0.0,1.0,5.84,1.12701077821523,3.0,0.902626594534166,30.0,1.0,evening,tablet,,ads,credit:ads,s0000192,true
128,129,35.08073947115706,0.0,4.0,329.268,32.0,3.0,4.0,0.0,1.67,1.67027632845313,4.0,-0.528548037390831,64.0,1.0,afternoon,desktop,,,paypal:email,s0000193,false
129,130,54.0,0.0,1.0,551.734,46.0,4.0,3.0,0.0,4.57,0.644723826038333,5.0,-0.69184245351396,28.0,0.0,morning,desktop,cash,direct,cash:direct,s0000194,true
130,131,25.31497356640165,0.0,5.0,167.961,49.0,2.0,4.0,0.0,6.16,3.8861689185131,6.0,0.0934746335392295,47.0,1.0,afternoon,desktop,,ads,credit:ads,s0000195,true
131,132,41.0,1.0,6.0,974.239,7.0,2.0,6.0,1.0,4.0,4.06520703395926,0.0,-0.657362778218393,5.0,0.0,afternoon,tablet,cash,direct,cash:direct,s0000196,false
132,133,22.0,0.0,5.0,820.858,27.0,4.0,1.0,0.0,6.7,4.42242928796912,2.0,0.998743817541027,41.0,1.0,evening,desktop,credit,social_media,bank:social_media,s0000198,true
133,134,40.0,0.0,3.0,893.973,39.0,3.0,7.0,1.0,15.43,2.54687510040338,4.0,-0.564903078605918,59.0,0.0,afternoon,mobile,cash,direct,cash:direct,s0000200,
134,135,36.55836260869988,0.40403615382772445,6.0,189.117,43.0,3.0,3.0,1.0,6.09,1.84006320403828,5.0,-0.882768144730468,47.0,1.0,afternoon,desktop,paypal,search_engine,paypal:search_engine,s0000201,true
135,136,21.0,1.0,7.0,844.74,26.0,2.0,2.0,1.0,6.3,5.4329317714337,0.0,0.192677260425362,24.0,1.0,evening,mobile,bank,social_media,bank:social_media,s0000203,false
136,137,24.0,0.0,2.932021781162992,417.096,4.0,4.0,6.0,1.0,5.3,0.94577240152886,1.0,-0.924930006103784,56.0,0.0,evening,mobile,cash,social_media,cash:social_media,s0000204,false
137,138,18.0,1.0,7.0,168.45866026354872,29.0,4.0,5.0,0.0,2.2581472484355536,0.59329903009876,3.0,0.813911319876804,8.0,0.0,evening,mobile,cash,ads,cash:ads,s0000206,false
138,139,37.0,1.0,3.0,457.627,19.0,4.0,2.0,0.0,6.29,3.04338529763074,4.0,0.286892118378271,17.0,0.0,morning,desktop,credit,direct,credit:direct,s0000207,false
139,140,31.0,1.0,4.0,974.136,7.0,0.0,3.0,1.0,2.78,0.19183162182387,6.0,-0.653039920069628,65.0,0.0,morning,tablet,credit,social_media,credit:social_media,s0000209,false
